"votes","type","url","author","title","description","voter1"
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/MichaelDucy_WhyYoureDestroyingDevOps/","Michael Ducy","Why You're Destroying DevOps","Abstract:

 It's been five years since the first DevOpsDays in the sleepy little Belgian town of Gent. DevOps is now all the rage and everyone is talking about DevOps, doing DevOps, selling DevOps, or 'thought leading' DevOps. But the success of DevOps is also it's downfall. The practitioners often like to blame the marketers and opportunists for the downfall.

 Analysts blame the 'trough of disillusionment'. But the reality of the situation is that YOU are to blame. Marketers, Opportunists, Practitioners, Recruiters, Analysts, Enterprise IT, StartUps, Devs, Ops, and DevOps all have will a role in the downfall of the movement if we don't change the way we act, transform, inform, and inspire others to change.

 This talk will focus on the current problems in DevOps, and provide attendees with solutions to take out into the DevOps and IT community to improve DevOps as it scales across the greater IT community.

Speaker:

Michael Ducy (@mfdii) currently works as an Solutions Architect for Chef focused on designing and implementing automation solutions for customer's Cloud, IT Automation, and Continuous Delivery needs. Michael has worked in a variety of roles in his career including Systems Engineering , Performance Engineering, and IT Instructor. After DevOpsDays Amsterdam 2013 Michael is also known as the GoatFather.

Michael Ducy
http://www.getchef.com/
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/MielDonkers_WhodecideswhentochangethetyresofyourFerrariF1car/","Niels Talens and Miel Donkers","Who decides when to change the tyres of your Ferrari F1 car?","Abstract:

You could see DevOps as expanding the mindset, toolset and processes which started with Agile. Where Agile focuses on creating maximum business value as soon as possible, DevOps can help you to actually deliver this working software quickly. Finally a Minimal Viable Product makes real sense.

But just as we found out time after time with agile adoption projects, the gap between business and IT is often a bottleneck and not an easy one to resolve. With DevOps this often becomes an even bigger bottleneck since it is more technical. A feature is something the business partners can understand but the time needed for upgrades is often harder to explain.

DevOps is not just a matter of integrating Ops work into Scrum. It is important to clearly define and plan the input. In this talk we would like to focus on questions like; How are we going ...


to help the business with this changed reality?
to be able to cope with unplanned work (like incidents) while retaining a sustainable pace?
to show the benefits of DevOps to the business on short term?
to make sure that all important work is going to be planned on time?
to make sure features aren&rsquo;t always are prioritized above quality and security?



Speaker:

Niels Talens is an agile consultant @codecentric. He has experience with setting up and coaching DevOps teams and departments within a variety of companies. He enjoys coaching teams but also has a lot of affinity with technique.

Miel Donkers is a software craftsman @codecentric. He is experienced in web and Java application development but interested also in the broader picture of getting stuff into production. Miel likes to work from within the DevOps teams to make the delivery of features more efficient.
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/JosHoutman_whatifyoucoulddoitalloveragain/","Jos Houtman, Guido Bakker and Niels vd Wall","What would you do if you could do it all over without getting fired","Abstract:
At bol.com we have been working very hard last 2 years on redoing the way we run our web operations. The fifth of April this year we successfully switched all customers to our new datacenters. During this presentation we would like to share what happened under the hood. How we have been inspired by the community. How we dealt with bad choices and wrongly made assumptions. Furthermore how to get the best out of &lsquo;freshly&rsquo; made decisions and limitations encountered. Luckily there&rsquo;s also a bunch of success we can share and some principles we took onboard. Finally we would like to give you a preview of what&rsquo;s next. This talk will explore both technical and team topics.

Speaker:

Jos Houtman - Engineer @bol.com

Guido Bakker - Engineer @bol.com

Niels van de Wall &ndash; Overhead @bol.com
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/NeilGarnichaud_whatexactlyisdevops/","Neil Garnichaud","What exactly is DevOps?","Abstract:

Many organizations are challenged with the rise of cloud-based web applications that allow for quick-fire releases in response to issues or requests from the user community. Responsiveness is the goal of every software development organization but it puts a strain on functional teams, typically resulting in more defects and disruption. DevOps develops a partnership between Development and Operations, supporting operational requirements like deploy scripts, diagnostics, load and performance testing. The operations team provides support and feedback before, during and after deployment. Attendees learn how this partnership enables better responsiveness to issues and requests and how DevOps delivers value and TCO.

Speaker:

Neil specializes in managing information services functions including product development strategies and roadmaps, software development, visual design, quality assurance, internal IT, network operations and client integrations. He is VP/General Manager at SmartBear in Coconut Creek, Florida. He has held various positions as Chief Technology Officer at companies that include Digital Mediums and PCLender.com. To see Neil presenting, visit: http://youtu.be/Fo5xhT7pWY8.
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/AndreiSerdeliuc_UnexpectedImprovements/","Andrei Serdeliuc","Unexpected Improvements","Abstract:

You want to be great, you want your team to be great and you all love what you do, apart from the times when you hate it. Keep your head straight and your smile to your ears, it gets better from here.

I&rsquo;ll share my thoughts on how to be a passionate member of a technology team, one problem at a time. Just some ideas on how to be a team when no one wants to be there, how to stick together when all you want to do is hide.

There might be some thoughts about tooling, code, servers and getting things done, but that&rsquo;s just extra.

Speaker:

A 25 year old who loves code, ops and the soft side of things. I build and scale applications, as well as teams.

Andrei Serdeliuc
http://extraordinaire.me/
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/JasonWalker_DevOpsTales/","Jason Walker","Traditional: DevOps Tales: A Journey through Swamps of Sadness","Abstract:

Another corollary around DevOps that includes analogical references to movies like &lsquo;The NeverEnding Story&rsquo;, &lsquo; Raiders of the Lost Ark&rsquo;, and &lsquo;Empire Strikes Back&rsquo;. This presentation roots back to days long ago, when things were done that are similar to current DevOps philosophies, challenges that non-&lsquo;DevOps&rsquo; engineers/sysadms/technologists can expect (and those are all ok!), and ideas to ponder from Yoda

Speaker:

Jason Walker
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/PiniReznik_TheFutureofVM/","Pini Reznik","The future of the VMs, the Centralised Orchestration and DevOps in the world of Microservices","Abstract:

Microservices seems to be one of the most important coming architectural shifts in the Software Development, but is the current way we manage infrastructure able to support this new way of building software?
In this talk I will argue, based on the research done on the Complex Adaptive Systems and Emergent Behaviour, that VMs and centralised Orchestration reached their physical limits and will soon will be replaced with Containers able to deliver performance comparable to the smaller parts of the Microservices based systems. This talk will also lead to the inevitable conclusion that our future software systems will need to be decentralised to be able to address the next big challenge - the separation of the software between multiple physical locations and multiple clouds and cloud providers.
The last piece of the puzzle is the Organisational Structure to support the changes above. In this talk I will compare the DevOps idea to the similar structural changes which happened in the past in other areas of Software Development, for example - Software Testing.

Speaker:

Pini Reznik is a Configuration Management consultant at Ugly Duckling in Amsterdam, Netherlands. He has more than 15 years of experience in Software Development, Configuration Management and IT Operations.
Pini Reznik continuousdelivery.uglyduckling.nl
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/avishaiishshalom_thefutureofos/","Avishai Ish-Shalom","The future of O/S","Abstract:

The design and architecture of contemporary O/S dates back 20 years ago. Debian and Windows were conceived in the early nineties and while they matured the world around has changed significantly. This talk will give an overview of how the way we use computers dramatically changed and how O/S creators adapt their systems in response. The talk will also review current and future trends that change the industry as we speak.

The talk will compose of short terminal based demos and review slides. The idea is to cover various aspects of O/S such as packaging, privilege separation, management apis, etc. for each aspect I will show a representative example of innovative attempts to evolve o/s.
The talk will include a short demo (assuming internet connection is available) of a vanilla cloud instance to show that current default configuration of linux is obsolete. The talk may (time allowing) also include another demo of minimal linux vm.

Speaker:

Avishai Ish-Shalom, a WebOps consultant working for Fewbytes, an Israel based consulting firm.
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/MarkColeman_The PowerToChange/","Mark Coleman","The Power to Change","Abstract:

Within DEVOPS we often hear about Culture. CAMS, Culture, Culture, Culture, but what exactly is culture? Described as 'the most difficult word to define in the English language', culture can be a slippery topic.

Anyone looking to understand culture in order to change behaviour will quickly find themselves facing a challenge; am I talking about company culture? Departmental culture? Team culture? I will argue that all cultural changes begin with one individual influencing another.

Whilst seemingly obvious, this is a powerful realization. By first understanding how to influence an individual's behaviour, we can start to build a graspable model of organizational change which can be used by anybody looking to change those around them; Perhaps you'd like your team mates to try out new technologies? You'd like members of a team you manage to share knowledge between themselves more often? You'd like your boss to be less conservative in his decision making? You'd like everyone in a department you manage to do things differently?

Terms like 'power' and 'subordination' are unpopular these days due to their hierarchical undertones. I will show that all changes in culture rely on the successful usage of various types of power and that if the traditional hierarchies in your company have gone, other perhaps invisible power structures will already have taken root.

Understanding this is the key to changing behavior, and through doing so, changing culture.

Speaker:

Mark Coleman is a Continuous Delivery consultant at Ugly Duckling in Amsterdam, Netherlands. He has more than 10 years of experience in Software Development, Configuration Management and IT Operations and has helped some of Europe's largest companies to change the way they create and deliver software to their users. http://continuousdelivery.uglyduckling.nl/
",""
"","talk","http://devopsdays.org/events/2014-amsterdam/proposals/AdriaanThomas_RealitydrivenDevops/","Adriaan Thomas and Ruben Jannink","Reality Driven DevOps","Abstract:
What is one of the most important differences between Medieval Europe and the Age of Enlightenment? It&rsquo;s the importance we put in facts. To be more precisely it&rsquo;s the combination of clearly stated principles, experimentation and the will to learn and adjust principles accordingly. The ideas driving the Enlightenment are still of great value to DevOps.

Hypotheses are everywhere. In ideas from the business to increase growth, in assumptions by technical teams on how to fix certain problems, and how new functionality will work once in production.

Using examples from live web sites, Adriaan and Ruben will share their experiences. They will show real examples where using metrics shortened lead times, prevented waste and helped teams improve their service to the customers.

Participants will have a better view on uncertainty in building and running IT systems and how to use that to their advantage.

Speaker:

Adriaan is a life-long geek, who has been working for well over 15 years in IT. He started out as a developer, has grown very close to operations and has helped solve many major outages. He works as a consultant at Xebia.

Ruben is an experienced Lean Agile Coach at ING Bank in the Netherlands. Before working as a coach he was manager of several teams in the field of Lean Six Sigma, Process Improvement and IT.

Adriaan and Ruben have been working together at ING in its transformation into a company with a strong DevOps culture, more specifically implementing various monitoring tools and strategies, continuous improvement and operational management at DevOps teams.
",""
